+------------------------------------------------------------------------+------------------------------+-----------------------------------------+---------------------------------------------+-----------------------------------------------+-----------------------------+-----------------------------------------+--------------------------------------------+----------------------------------------------+
|                                                                        | "callable" / "scope: global" | "callable_object" / "scope: global"     | "callable_object_closure" / "scope: global" | "callable_object_invokable" / "scope: global" | "callable" / "scope: local" | "callable_object" / "scope: local"      | "callable_object_closure" / "scope: local" | "callable_object_invokable" / "scope: local" |
| "PhpModuleDummy4::publicStaticMethod"                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::protectedStaticMethod"                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::privateStaticMethod"                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::__call"                                              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::__callStatic"                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::__invoke"                                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "publicMethod" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "protectedMethod" ]                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "privateMethod" ]                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "publicStaticMethod" ]                            | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "protectedStaticMethod" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "privateStaticMethod" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "__call" ]                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "__callStatic" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "__invoke" ]                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "publicMethod" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "protectedMethod" ]                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "privateMethod" ]                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "publicStaticMethod" ]                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "protectedStaticMethod" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "privateStaticMethod" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "__call" ]                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "__callStatic" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "__invoke" ]                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "publicMethod" ]                                  | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "protectedMethod" ]                               | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "privateMethod" ]                                 | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "publicStaticMethod" ]                            | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "protectedStaticMethod" ]                         | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "privateStaticMethod" ]                           | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "__call" ]                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "__callStatic" ]                                  | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "__invoke" ]                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "publicMethod" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "protectedMethod" ]                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "privateMethod" ]                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "publicStaticMethod" ]                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "protectedStaticMethod" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "privateStaticMethod" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "__call" ]                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "__callStatic" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "__invoke" ]                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "publicMethod" ]                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "protectedMethod" ]                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "privateMethod" ]                    | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "publicStaticMethod" ]               | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "protectedStaticMethod" ]            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "privateStaticMethod" ]              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "__call" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "__callStatic" ]                     | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "__invoke" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "publicMethod" ]                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "protectedMethod" ]                  | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "privateMethod" ]                    | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "publicStaticMethod" ]               | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "protectedStaticMethod" ]            | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "privateStaticMethod" ]              | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "__call" ]                           | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "__callStatic" ]                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "__invoke" ]                         | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "publicMethod" ]                     | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "protectedMethod" ]                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "privateMethod" ]                    | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "publicStaticMethod" ]               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "protectedStaticMethod" ]            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "privateStaticMethod" ]              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "__call" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "__callStatic" ]                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "__invoke" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "publicMethod" ]          | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "protectedMethod" ]       | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "privateMethod" ]         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "publicStaticMethod" ]    | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "protectedStaticMethod" ] | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "privateStaticMethod" ]   | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "__call" ]                | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "__callStatic" ]          | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "__invoke" ]              | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
+------------------------------------------------------------------------+------------------------------+-----------------------------------------+---------------------------------------------+-----------------------------------------------+-----------------------------+-----------------------------------------+--------------------------------------------+----------------------------------------------+

+------------------------------------------------------------------------+------------------------------+-----------------------------------------+---------------------------------------------+-----------------------------------------------+-----------------------------+-----------------------------------------+--------------------------------------------+----------------------------------------------+
|                                                                        | "callable" / "scope: global" | "callable_object" / "scope: global"     | "callable_object_closure" / "scope: global" | "callable_object_invokable" / "scope: global" | "callable" / "scope: local" | "callable_object" / "scope: local"      | "callable_object_closure" / "scope: local" | "callable_object_invokable" / "scope: local" |
+------------------------------------------------------------------------+------------------------------+-----------------------------------------+---------------------------------------------+-----------------------------------------------+-----------------------------+-----------------------------------------+--------------------------------------------+----------------------------------------------+
| "PhpModuleDummy1"                                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| { object # PhpModuleDummy1 }                                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2"                                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| { object # PhpModuleDummy2 }                                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3"                                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| { object # PhpModuleDummy3 }                                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4"                                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| { object(invokable) # PhpModuleDummy4 }                                | TRUE                         | { object(invokable) # PhpModuleDummy4 } | NULL                                        | { object(invokable) # PhpModuleDummy4 }       | TRUE                        | { object(invokable) # PhpModuleDummy4 } | NULL                                       | { object(invokable) # PhpModuleDummy4 }      |
| "PhpModuleDummy1::publicMethod"                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy1::protectedMethod"                                     | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy1::privateMethod"                                       | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy1::publicStaticMethod"                                  | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy1::protectedStaticMethod"                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy1::privateStaticMethod"                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy1::__call"                                              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy1::__callStatic"                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy1::__invoke"                                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::publicMethod"                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::protectedMethod"                                     | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::privateMethod"                                       | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::publicStaticMethod"                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::protectedStaticMethod"                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::privateStaticMethod"                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::__call"                                              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::__callStatic"                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy2::__invoke"                                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::publicMethod"                                        | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::protectedMethod"                                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::privateMethod"                                       | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::publicStaticMethod"                                  | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::protectedStaticMethod"                               | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::privateStaticMethod"                                 | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::__call"                                              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::__callStatic"                                        | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy3::__invoke"                                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::publicMethod"                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::protectedMethod"                                     | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::privateMethod"                                       | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::publicStaticMethod"                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::protectedStaticMethod"                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::privateStaticMethod"                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::__call"                                              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::__callStatic"                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| "PhpModuleDummy4::__invoke"                                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "publicMethod" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "protectedMethod" ]                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "privateMethod" ]                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "publicStaticMethod" ]                            | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "protectedStaticMethod" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "privateStaticMethod" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "__call" ]                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "__callStatic" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy1", "__invoke" ]                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "publicMethod" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "protectedMethod" ]                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "privateMethod" ]                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "publicStaticMethod" ]                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "protectedStaticMethod" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "privateStaticMethod" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "__call" ]                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "__callStatic" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy2", "__invoke" ]                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "publicMethod" ]                                  | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "protectedMethod" ]                               | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "privateMethod" ]                                 | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "publicStaticMethod" ]                            | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "protectedStaticMethod" ]                         | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "privateStaticMethod" ]                           | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "__call" ]                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "__callStatic" ]                                  | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy3", "__invoke" ]                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "publicMethod" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "protectedMethod" ]                               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "privateMethod" ]                                 | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "publicStaticMethod" ]                            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "protectedStaticMethod" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "privateStaticMethod" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "__call" ]                                        | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
